x,y,z,color,r
0.031617496,0.07325947,0.0366814,1,0.07979108
0.07312305,0.07202294,0.0796483,1,0.102636665
0.031460885,0.09527474,0.043309897,1,0.100334756
0.07211714,0.09812442,0.094135,1,0.12177555
0.031462763,0.11933418,0.035329603,1,0.123412125
0.071664646,0.11976826,0.075413,1,0.1395717
0.031781968,0.1852826,0.0338106,1,0.18798865
0.07112488,0.18600996,0.0705625,1,0.19914429
0.031439625,0.10828757,0.0347076,1,0.11275925
0.07188868,0.10708831,0.0742015,1,0.12898019
0.032173507,0.16393103,0.0378484,1,0.16705842
0.0719303,0.16777024,0.0799535,1,0.18253991
0.03196975,0.09211525,0.0740595,1,0.09750531
0.03165836,0.0695989,0.0619925,1,0.07646083
0.031842764,0.056344643,0.0394312,1,0.06472002
0.07164164,0.05911321,0.0856788,1,0.09288108
0.0321304,0.16592702,0.038123403,1,0.16900928
0.07206489,0.16248667,0.0830809,1,0.17775057
0.032043643,0.13334613,0.0962117,1,0.1371422
0.11493641,0.040068526,-0.0939232,1,0.12172044
0.11510698,0.034437265,-0.098621696,1,0.120147996
0.03289727,0.154863,-0.0414713,1,0.1583186
0.07191278,0.1514004,-0.0796764,1,0.16761124
0.03287925,0.15556902,-0.0388917,1,0.15900555
0.07166009,0.15918037,-0.0766369,1,0.17456678
0.031911593,0.1772362,-0.0999561,0,0.18008614
0.03151024,0.12842079,0.016026301,1,0.13223007
0.07109832,0.12633258,0.021004401,1,0.14496514
0.11636137,0.123994626,0.0266131,1,0.17004304
0.031461176,0.118930705,0.0215157,1,0.12302162
0.07115084,0.12119721,0.0333801,1,0.14053899
0.11635562,0.124085955,0.046938,1,0.17010571
0.031978153,0.09042062,0.09821779,1,0.09590876
0.0321769,0.16378133,0.00160409,1,0.16691218
0.07211802,0.16059452,-0.00360678,1,0.17604434
0.11539056,0.15708125,-0.00937813,1,0.19490896
0.032124966,0.14174072,-0.0110858,1,0.14533563
0.07286891,0.14000061,-0.0384974,1,0.15782918
0.11609331,0.13778357,-0.0675645,1,0.18017206
0.032300826,0.18407664,-0.0062504,1,0.18688914
0.03248019,0.17362997,-0.00838626,1,0.1766418
0.0716906,0.18039382,-0.030876601,1,0.19411714
0.03284735,0.03184508,-0.016174601,1,0.045749947
0.07217493,0.033662774,-0.0479541,1,0.079639204
0.1150707,0.035544958,-0.0825974,1,0.1204355
0.032873176,0.030810682,-0.0201141,1,0.045054898
0.07234826,0.028281044,-0.056668703,1,0.077679396
0.11544354,0.025681922,-0.0965501,1,0.11826568
0.03284562,0.15691169,-0.00928808,1,0.16031255
0.072320275,0.15410563,-0.0179432,1,0.17023152
0.11556857,0.15088552,-0.0274195,1,0.19005929
0.032144587,0.19565153,-0.009595879,1,0.19827454
0.031994473,0.047680438,-0.079236,1,0.057420123
0.071864866,0.1706828,-0.00952697,1,0.18519498
0.031646214,0.01847959,0.0406234,1,0.036646664
0.03283148,0.15748526,0.0837446,1,0.1608711
0.03200633,0.08572611,-0.0649543,0,0.09150612
0.032216158,0.18993948,-0.0164555,0,0.19265224
0.03149255,0.0005597882,0.0333557,1,0.031497523
0.0715799,0.0031023212,0.0795904,1,0.0716471
0.03197166,0.12242956,-0.00927585,1,0.1265353
0.07160877,0.12467633,-0.016990801,1,0.14377761
0.116647705,0.1274826,-0.0257237,1,0.17279612
0.03154363,0.13295178,0.0155216,1,0.13664252
0.07258874,0.13511206,0.032029998,1,0.15337664
0.11562256,0.13718295,0.0493469,1,0.17940941
0.032362353,0.03085839,0.00680578,1,0.044716462
0.07169753,0.032934394,0.0161646,1,0.0789
0.11506955,0.03556619,0.0265883,1,0.12044068
0.17172514,0.03878425,0.0402166,1,0.1760504
0.03179836,0.18418717,0.040881198,1,0.18691188
0.07165847,0.18274894,0.0843174,1,0.19629598
0.03193485,0.10855149,-0.00335938,1,0.11315149
0.07177824,0.11254126,-0.00380938,1,0.13348277
0.11545507,0.11620876,-0.0042031296,1,0.16381194
0.032956928,0.15256748,-0.028579399,1,0.15608649
0.072305225,0.15455599,-0.068418294,1,0.17063293
0.032063447,0.010619731,-0.0187747,1,0.033776373
0.07293084,0.013618783,-0.0322887,1,0.0741915
0.116353214,0.017270295,-0.0466431,1,0.11762795
0.17162007,0.022062862,-0.0648089,1,0.17303242
0.031868547,0.1797632,0.0590945,1,0.18256618
0.032177474,0.038753167,0.025371,1,0.050370604
0.071547195,0.038188927,0.0621689,1,0.08110114
0.032782547,0.1595048,-0.043097302,1,0.1628388
0.07172168,0.15715215,-0.0923808,1,0.17274489
0.032970585,0.15205416,-0.044900797,1,0.15558769
0.032319535,0.032607615,0.0502712,1,0.04591088
0.031956468,0.118879534,0.0834112,1,0.12309979
0.031848595,0.05598216,0.026974,1,0.06440757
0.071209356,0.054380443,0.068257794,1,0.08959914
0.03216449,0.06897043,-0.040380903,1,0.076101735
0.07258104,0.07277559,-0.082949504,1,0.10278275
0.0323544,0.05572317,-0.0622748,1,0.06443507
0.031989504,0.047945432,0.0024868199,1,0.0576376
0.07128799,0.049688105,0.000209373,1,0.08689583
0.11655369,0.052149024,-0.0023583,0,0.12768823
0.031966925,0.1741555,0.0447604,1,0.17706503
0.03146678,0.12034503,0.0070692603,1,0.124390855
0.07113165,0.12287655,0.013146901,1,0.14198013
0.11623343,0.12604557,0.0201184,1,0.17145756
0.07161975,0.1860829,-0.0492609,0,0.19938965
0.03231959,0.03260379,0.0077704103,1,0.0459082
0.07162735,0.035301905,0.0140827,1,0.07985426
0.11499539,0.037974842,0.020978399,1,0.121103376
0.17152539,0.041523755,0.0299094,1,0.17647998
0.032069795,0.13631372,-0.042923402,1,0.14003536
0.07271543,0.13251571,-0.0812826,1,0.15115538
0.031564955,0.010464024,-0.079335704,1,0.033254206
0.032990348,0.1513127,-0.030694,0,0.15486734
0.03158334,0.012471799,0.056133,1,0.033956636
0.032207154,0.06561517,-0.0261926,1,0.073093444
0.07327593,0.06895102,-0.054043498,1,0.10061613
0.1151295,0.07223129,-0.0824206,1,0.13591233
0.032455154,0.027215336,-0.088318,1,0.042355772
0.03145502,0.117120184,0.047979,1,0.12127059
0.032147314,0.018709153,-0.0229165,1,0.03719519
0.07280135,0.016547758,-0.0432387,1,0.07465832
0.11651926,0.01428143,-0.0650637,1,0.117391214
0.1718601,0.011393831,-0.0926344,1,0.17223737
0.03207987,0.012384018,-0.0393343,1,0.03438724
0.072588116,0.010125663,-0.07857,1,0.07329095
