x,y,z,color,r
0.032117736,0.07304413,-0.0124271,1,0.07979344
0.07317404,0.07098356,-0.0362879,1,0.101946585
0.11574875,0.068858065,-0.060986698,0,0.13468187
0.03159486,0.07547302,0.00116563,1,0.081819385
0.07279203,0.079264134,-0.00554433,1,0.1076173
0.116996005,0.083527155,-0.0127021,1,0.14375274
0.1723263,0.08875925,-0.0217526,1,0.19384158
0.031945486,0.11542805,-0.0193762,1,0.11976707
0.07171176,0.11647939,-0.051356,1,0.1367846
0.114917845,0.11769841,-0.0860573,1,0.16449627
0.032906823,0.029489884,-0.0537907,1,0.04418724
0.031521626,0.08406184,0.00521563,1,0.08977754
0.07214232,0.08280034,0.00380938,1,0.109819904
0.11663636,0.08140373,0.0022730702,1,0.14223434
0.17078312,0.079561464,0.000378124,1,0.18840621
0.03230335,0.058910396,-0.00371889,1,0.06718587
0.0716336,0.059816364,-0.0159002,1,0.093324006
0.11609131,0.06088637,-0.0296522,1,0.13108906
0.17238745,0.06233956,-0.0470689,1,0.183313
0.032191683,0.066795595,-0.00167432,1,0.07414821
0.071576156,0.06614155,-0.0113972,1,0.09745692
0.1158892,0.06538277,-0.0223429,1,0.13306093
0.17222656,0.064415656,-0.0362905,1,0.18387866
0.032027755,0.13136514,-0.0203429,1,0.13521308
0.07156948,0.1296673,-0.053199902,1,0.1481074
0.116131075,0.12773721,-0.0902395,1,0.17263609
0.03236769,0.17992923,-0.0195824,1,0.18281738
0.071712434,0.17893529,-0.0509934,1,0.19277062
0.032035552,0.0073558255,-0.0221169,1,0.03286921
0.0715714,0.0043567466,-0.045901902,1,0.07170388
0.114951625,0.0010522511,-0.0719765,1,0.114956446
0.03203498,0.0072797863,-0.008736,1,0.032851715
0.07157474,0.0038507658,-0.0307239,1,0.07167825
0.11546905,0.00030945812,-0.0551513,1,0.11546947
0.031934317,0.17594738,0.0202125,1,0.17882192
0.071322486,0.17287712,0.046980098,1,0.18701175
0.032187987,0.06708408,-0.0688098,1,0.07440659
0.031902343,0.17776877,0.0117969,1,0.18060867
0.07128241,0.17499183,0.0116844,1,0.18895324
0.11545537,0.0008001553,0.090906404,1,0.11545814
0.031974826,0.09106162,0.0859797,1,0.09651221
0.03151587,0.084879905,-0.0905466,1,0.09054197
0.03199564,0.08737793,-0.0438384,1,0.093051724
0.07187407,0.090008184,-0.0877533,1,0.115184
0.032407407,0.17761903,-0.00675737,1,0.18055126
0.07176094,0.1760056,-0.0182486,1,0.19007263
0.031443313,0.10200086,0.062428698,1,0.10673733
0.03224055,0.03595437,0.00409063,1,0.048292547
0.07158423,0.03682604,0.00687228,1,0.080501296
0.115001924,0.037753016,0.009954549,1,0.12104021
0.17170776,0.039023716,0.0139906,1,0.17608637
0.031503703,0.0024122451,0.0166823,1,0.031595923
0.07107024,0.0053481264,0.035360903,1,0.07127118
0.11636936,0.00848699,0.056784302,1,0.11667844
0.17227627,0.012474788,0.0832357,1,0.17272735
0.03278361,0.034458324,-0.036222,1,0.04756197
0.071565926,0.037495013,-0.0824407,1,0.080793306
0.03150369,0.12741266,-0.0716577,1,0.13124964
0.03237193,0.15547425,0.0677149,1,0.15880863
0.03149839,0.087566696,0.0076161297,1,0.09305952
0.0721114,0.08357965,0.017178101,1,0.11038846
0.11490832,0.07960099,0.0273038,1,0.1397864
0.17105827,0.074423224,0.0405741,0,0.1865469
0.03221418,0.19008298,0.07904989,1,0.1927934
0.031868175,0.054786615,0.014696299,1,0.06338102
0.07115679,0.05820961,0.0171406,1,0.09193285
0.115527086,0.06227747,0.0199531,1,0.131244
0.17150582,0.06743899,0.0233974,1,0.18428853
0.03309721,0.14743824,-0.0173057,1,0.15110745
0.0726282,0.14572081,-0.0383167,0,0.1628171
0.03264788,0.16539663,0.08715899,1,0.16858804
0.032385755,0.1549226,0.0624889,1,0.15827145
0.032265645,0.034872975,0.00918708,1,0.04750996
0.07158294,0.03687299,0.0216132,1,0.08052164
0.11496972,0.038860757,0.035293203,1,0.12135977
0.17153586,0.04137204,0.053191897,1,0.17645451
0.03193506,0.10903317,-0.040582098,1,0.113613725
0.031991974,0.08796948,-0.055387903,1,0.09360618
0.03259475,0.167885,0.0751402,1,0.17101987
0.032006256,0.1283902,-0.0553119,1,0.13231947
0.031900648,0.17786404,0.0309266,1,0.18070216
0.07177985,0.17495231,0.07223561,1,0.18910488
0.031944606,0.09903861,-0.051397,1,0.104062974
0.032097768,0.13918327,-0.0180485,1,0.14283644
0.07281807,0.14116132,-0.0448054,1,0.15883636
