x,y,z,color
0.03287268,-0.71916974,-0.0175972,1
0.072267145,-0.71928376,-0.045320302,1
0.116189346,-0.71939254,-0.076219805,1
0.17100827,-0.7195708,-0.114791,1
0.26217532,-0.71985066,-0.179,1
0.36382723,-0.72015876,-0.2504,1
0.50117856,-0.72058797,-0.3468,1
0.6599095,-0.7210619,-0.4588,1
0.8228885,-0.7215686,-0.5694,1
1.0161856,-0.7221688,-0.7048,0
0.0321715,0.9433979,-0.0329743,1
0.072652735,0.94628674,-0.0814056,1
0.1154195,0.9493258,-0.132506,1
0.17290838,0.9536306,-0.201168,1
0.25693256,0.9597185,-0.3012,1
0.35936308,0.967339,-0.4238,1
0.49946916,0.9776734,-0.5918,1
0.66134113,0.98968685,-0.7862,1
0.81594694,-0.9987833,-0.9756,0
0.0330222,-0.34986222,-0.168392,1
0.07182699,-0.34610865,-0.37294,0
0.03153523,0.8322321,-0.127696,1
0.07255478,0.83509594,-0.30110002,1
0.115743786,0.8382219,-0.48362398,0
0.03147702,0.8726434,0.00682989,1
0.07111042,0.8749747,0.00853437,1
0.11521191,0.877611,0.0105594,1
0.1720429,0.8809208,0.013146901,1
0.26308596,0.8863555,0.0174,1
0.3589311,0.89198244,0.021,1
0.49939376,0.90035385,0.0282,1
0.6609903,0.91011256,0.035400003,0
1.0207368,0.9320448,0.0544,0
0.032088723,0.8882889,-0.0248158,1
0.07289525,0.8894094,-0.0633796,1
0.11655027,0.89035606,-0.104678005,1
0.17176452,0.89152586,-0.15687,1
0.26426736,0.89350617,-0.2444,1
0.35632902,0.89545417,-0.3312,1
0.49605784,0.8984337,-0.4634,1
0.65873283,0.9019063,-0.61740005,1
0.81737477,0.9053423,-0.7696,1
1.0162501,0.90955913,-0.954,0
0.03193587,0.8600951,-0.0210489,1
0.07189704,0.85671496,-0.0542356,1
0.11648611,0.85285485,-0.0913816,1
0.17080662,0.8483142,-0.136434,1
0.26375067,0.840483,-0.2138,1
0.35746032,0.832708,-0.29160002,1
0.49891782,0.8207954,-0.409,1
0.6566529,0.8073838,-0.53959996,1
0.8192268,0.7935,-0.6724,1
1.018601,0.77647096,-0.8402,0
0.032018907,0.5839452,-0.0447058,1
0.07223,0.58064866,-0.107766,1
0.11547455,0.577062,-0.175632,1
0.17211556,0.5723557,-0.264675,0
0.032147046,0.91514754,0.038513903,1
0.07208767,0.911662,0.0794407,1
0.11605498,0.90781516,0.124496005,1
0.17236888,0.9027708,0.182204,1
0.26148963,0.8949568,0.2736,1
0.3635469,0.88567615,0.3778,1
0.4962179,0.87368476,0.5144,1
0.6604369,0.8587665,0.68520004,1
0.8224321,0.84399784,0.851,1
1.0231843,0.8257188,1.0678,0
0.03149689,-0.2871812,0.0206485,1
0.07205644,-0.29000393,0.040171698,1
0.115990855,-0.29292887,0.0612729,1
0.1724044,-0.29684553,0.0883296,1
0.25610507,-0.30269834,0.1288,1
0.36047494,-0.3099893,0.179,1
0.50170034,-0.31967866,0.2474,1
0.6565087,-0.3304094,0.32160002,1
0.8214239,-0.34186137,0.4066,1
1.0154158,-0.35557437,0.49879998,0
0.031444386,0.6127586,0.169154,1
0.0717195,0.61598635,0.378616,0
0.031932693,0.051037528,0.0114038,1
0.07132597,0.047700353,0.0187464,1
0.11658753,0.04365097,0.027306,1
0.17171027,0.038985606,0.0376209,1
0.25929618,0.031081298,0.0544,1
0.3592051,0.021826334,0.0724,1
0.4976567,0.009107923,0.0988,1
0.6597122,-0.006077915,0.13,1
0.8229073,-0.021522565,0.1574,1
1.0182037,-0.040285576,0.20060001,0
0.032729696,0.78675205,-0.0219529,1
0.07211812,0.78558964,-0.0550162,1
0.11597717,0.784236,-0.091837995,1
0.17171374,0.7825286,-0.138556,1
0.26212943,0.7798149,-0.2144,1
0.36019567,0.7769201,-0.29639998,1
0.49951065,0.77276427,-0.4134,1
0.6566099,0.7680078,-0.5448,1
0.8204627,0.7631332,-0.6832,1
1.0217391,0.75706947,-0.851,0
0.03199601,0.837319,-0.024092501,1
0.072456956,0.837706,-0.061531,1
0.115248606,0.8381629,-0.101138,1
0.17186199,0.8387634,-0.153517,1
0.2636241,0.8397256,-0.2384,1
0.3587438,0.84069836,-0.32639998,1
0.5038124,0.8421865,-0.46060002,1
0.6589157,0.84381175,-0.6042,1
0.8200334,0.84545577,-0.7534,1
1.0179297,0.8474882,-0.93240005,0
0.03230464,0.9338276,-0.0268183,1
0.07161934,0.9361274,-0.066197306,1
0.11595097,0.9385499,-0.110609,0
0.2590465,0.94669,-0.254,1
0.3596004,0.95249414,-0.35520002,1
0.49825874,0.9605087,-0.494,1
0.6613649,0.9701551,-0.6582,1
0.82341313,0.979668,-0.8186,1
1.020424,0.9911546,-1.0246,0
0.031491697,0.46371403,0.0145849,1
0.07183768,0.4660723,0.0262066,1
0.116457485,0.46867457,0.0390375,1
0.17194344,0.4718813,0.0550253,1
0.25872716,0.47681236,0.0796,1
0.35859182,0.48267817,0.1084,1
0.49655876,0.49090314,0.14919999,1
0.66180915,0.50097483,0.197,1
0.82246053,0.5107335,0.2438,1
1.0201101,0.5229493,0.3036,0
0.031599224,0.57502735,0.0108969,1
0.07259055,0.57257545,0.017884199,1
0.115210146,0.5699431,0.0251482,1
0.17078918,0.5666132,0.0346076,1
0.2600673,0.5615021,0.0498,1
0.35888034,0.555755,0.0664,1
0.49766183,0.54759485,0.0904,1
0.65812993,0.5380152,0.1168,1
0.8197737,0.5281682,0.1408,1
1.01974,0.51595026,0.179,0
0.032877833,-0.34437218,-0.0288327,1
0.07181175,-0.34565148,-0.0695486,1
0.115011565,-0.34718925,-0.114742994,1
0.17249972,-0.34931707,-0.17496,1
0.25612327,-0.3523508,-0.26279998,1
0.35913402,-0.3561115,-0.37,1
0.4955112,-0.3612196,-0.5132,1
0.65720093,-0.36710802,-0.6832,1
0.8222176,-0.37319645,-0.8564,1
1.0190337,-0.38040146,-1.0678,0
0.03199612,-0.28770268,-0.0235036,1
0.07240429,-0.28583032,-0.0601287,1
0.11553097,-0.28395256,-0.0992139,1
0.17138237,-0.28141293,-0.149888,1
0.26123244,-0.27720466,-0.2312,1
0.35769168,-0.27288178,-0.3192,1
0.5021968,-0.26639214,-0.44979998,1
0.6633544,-0.25914007,-0.5958,1
0.8211135,-0.25204217,-0.7372,1
1.0186398,-0.24313313,-0.9216,0
0.031608388,-0.6758707,0.0472999,1
