x,y,z,color,r
0.032286488,0.060016114,0.076178595,1,0.06814948
0.03198029,0.1734351,0.0047726496,1,0.17635894
0.07127123,0.17561208,0.0150619,1,0.1895236
0.032035004,0.0818359,-0.00515937,1,0.08788263
0.072745666,0.080355085,-0.00719631,1,0.108392216
0.11542779,0.078719385,-0.00933346,1,0.13971512
0.17144142,0.07646897,-0.0121551,1,0.1877223
0.031669706,0.0204767,0.056180403,1,0.037712935
0.03147112,0.12135559,0.0178831,1,0.12536989
0.071190275,0.11818623,0.0450217,1,0.13797116
0.11549463,0.11481869,0.075328596,1,0.16285682
0.03278185,0.15953286,-0.00504688,1,0.16286615
0.07222008,0.15719475,-0.0067343796,1,0.17299113
0.11545009,0.1548221,-0.00864688,1,0.19312847
0.03254818,0.045150653,0.086940594,1,0.055659372
0.032470316,0.04915627,0.088240996,1,0.05891231
0.032672856,0.039264265,0.0910758,1,0.05108031
0.03271424,0.0374239,0.087345004,1,0.04970684
0.032070447,0.07774153,0.08632,1,0.08409673
0.031977713,0.090505145,-0.0585267,1,0.09598831
0.031927492,0.17633039,-0.0714187,1,0.17919758
0.031513926,0.085160375,0.00046058,1,0.09080428
0.07195646,0.08767883,0.0129597,1,0.113425344
0.11608001,0.090136535,0.0265916,1,0.14696653
0.1714967,0.09321216,0.0437445,1,0.19519126
0.031669706,0.0204767,-0.0940004,1,0.037712935
0.03149751,0.0014037208,-0.0696939,1,0.03152877
0.03144544,0.113317125,-0.0851399,1,0.117599264
0.03272493,0.036958274,-0.0518373,1,0.049364313
0.032572187,0.14786857,0.038562197,1,0.15141355
0.07244336,0.15057874,0.0836362,1,0.16709876
0.032034427,0.08191561,-0.069517195,1,0.087956645
0.032093238,0.07538574,0.092916496,1,0.08193281
0.03243935,0.05083159,-0.00909833,1,0.0603006
0.0718047,0.048634548,-0.0229916,1,0.08672505
0.11691471,0.046301614,-0.0388918,1,0.12574932
0.17189966,0.043336213,-0.0583287,0,0.17727809
0.031689536,0.067039736,0.0026843802,1,0.074152224
0.07108324,0.06579738,0.00309349,1,0.096861355
0.1154304,0.064454846,0.0035843698,1,0.13220668
0.17185684,0.06272417,0.0042031296,1,0.18294561
0.032068025,0.077997565,0.0900151,1,0.08433255
0.031532273,0.08261805,-0.0914615,1,0.08843092
0.032109186,0.04193046,0.00966899,1,0.052812528
0.0713888,0.044698585,0.0211351,1,0.084227815
0.11631127,0.047860138,0.034273498,1,0.12577322
0.17088813,0.051849812,0.0502434,1,0.17858095
0.032471325,0.17410032,-0.00434133,1,0.17710254
0.07183998,0.17186296,-0.015422,1,0.18627362
0.032123365,0.07252303,-0.008189299,1,0.07931898
0.07302539,0.07406998,-0.0164222,1,0.104014754
0.115512766,0.07576504,-0.0249539,1,0.1381432
0.17136294,0.07793678,-0.0361193,1,0.18825355
0.03195493,0.11844916,0.0732117,1,0.12268382
0.03252765,0.024493324,0.067274004,1,0.04071819
0.03229408,0.15866539,0.039473202,1,0.16191854
0.072289005,0.15504645,0.0913461,1,0.17107046
0.031858783,0.18035881,0.0046845297,1,0.18315099
0.07117647,0.18168208,0.008186051,1,0.1951268
0.03254516,0.17030308,-0.0313889,1,0.1733849
0.07132526,0.17273779,-0.0710611,1,0.18688402
0.17131425,0.0019580778,-0.053615503,1,0.17132545
0.03194057,0.11329091,-0.0458179,1,0.117707394
0.03198763,0.0004163115,-0.045678798,1,0.031990338
0.03157399,0.011468153,0.0035843698,1,0.03359219
0.07271014,0.00762207,0.00262812,1,0.073108554
0.11665335,0.0042407154,0.00167187,1,0.11673041
0.031439535,0.108118184,0.020706,1,0.112596564
0.07132219,0.110390335,0.041722,1,0.13142633
0.11505642,0.11290647,0.0648374,0,0.16120127
0.032138515,0.16554749,-0.082664,1,0.16863824
0.032147314,0.018709153,-0.0012781301,1,0.03719519
0.072344996,0.015449232,0.00115837,1,0.0739762
0.11614755,0.012073712,0.00380938,1,0.116773404
0.1721632,0.0076873926,0.00724062,1,0.17233475
0.03221292,0.06518144,-0.0434918,1,0.07270689
0.07107116,0.06768202,-0.0922333,1,0.09814258
0.031473733,0.09218287,0.058495898,1,0.09740779
0.03206077,0.13532506,-0.0646222,1,0.13907108
0.032298606,0.18422155,-0.0465099,1,0.1870315
0.07111654,0.18683223,-0.098425,1,0.1999096
0.032099508,0.042396355,0.0185817,1,0.053177338
0.071369044,0.045611028,0.0516131,1,0.084698915
0.116721205,0.049353957,0.0897648,1,0.12672669
0.031635806,0.196575,0.0300479,1,0.19910438
0.03199048,0.12590817,-0.0067281597,1,0.12990865
0.07163245,0.122412555,-0.019252,1,0.14183104
0.115385056,0.11885058,-0.0329744,1,0.16564773
0.033124994,0.021465601,-0.00681523,1,0.03947198
0.07244891,0.025425643,-0.0187958,1,0.07678091
0.11578186,0.029559199,-0.032047,1,0.11949554
0.1725061,0.03522308,-0.0493764,1,0.17606539
0.03160308,0.014477011,0.0461264,1,0.034761164
