x,y,z,color,r
0.03203164,0.006860528,0.0817538,1,0.032758094
0.033033874,0.02470919,0.0785072,1,0.041252647
0.031560477,0.13496138,0.0596134,1,0.13860245
0.0321089,0.015262345,0.0960642,1,0.03555166
0.03216534,0.03930759,-0.0759382,1,0.050790705
0.031560477,0.13496138,-0.081575,1,0.13860245
0.03152068,0.0049317325,0.011206199,1,0.031904157
0.07109222,0.0020827102,0.0248203,1,0.07112272
0.032484327,0.15110873,-0.0854625,1,0.15456092
0.032588053,0.043206785,-0.0161259,1,0.05411846
0.07188582,0.04472137,-0.0318858,1,0.084661506
0.116890036,0.046668183,-0.0499351,1,0.12586184
0.17104357,0.04903607,-0.0716707,1,0.17793381
0.032368712,0.054863706,-0.023508,1,0.06370054
0.07173948,0.052256763,-0.0559311,1,0.08875428
0.11627775,0.04840293,-0.0925484,1,0.12594983
0.032844283,0.031966604,-0.0156943,1,0.045832418
0.072191864,0.03310872,-0.0377655,1,0.07942199
0.11561495,0.034103997,-0.0621255,1,0.12054003
0.17200364,0.035250425,-0.0938038,1,0.17557861
0.03204776,0.008841006,-0.044298198,1,0.03324488
0.032974277,0.026911696,-0.0368871,1,0.042562217
0.07185765,0.027985943,-0.08340631,1,0.07711508
0.032050457,0.009155654,-0.0386594,1,0.033332534
0.072531246,0.011329871,-0.090760104,1,0.07341082
0.032757416,0.03556148,-0.0177211,1,0.04834943
0.072017126,0.039272107,-0.0391267,1,0.082029045
0.11709154,0.043656457,-0.0637894,1,0.12496525
0.17104775,0.048964627,-0.093242,1,0.17791814
0.03161337,0.01547868,0.023686001,1,0.035199355
0.072475985,0.012522884,0.0541808,1,0.07354992
0.116840534,0.008983653,0.0873107,1,0.11718539
0.03211396,0.07339717,-0.013719,1,0.08011524
0.073196076,0.07053781,-0.028673,1,0.101652585
0.1158111,0.0672766,-0.0443074,1,0.13393413
0.17234495,0.062871896,-0.065052,1,0.18345478
0.03260695,0.042304385,0.0998889,1,0.053412303
0.03170142,0.06610736,0.0708338,1,0.0733155
0.03157397,0.1364678,0.068779096,1,0.14007275
0.032488193,0.025961347,0.0703965,1,0.041586947
0.03146093,0.09528298,0.046131,1,0.100342594
0.032034487,0.1322237,-0.0693223,1,0.13604894
0.032373086,0.17960691,-0.0697816,1,0.18250112
0.031475298,0.09185297,-0.0897192,1,0.09709615
0.031629477,0.1419796,-0.078395896,1,0.14546007
0.032171212,0.068423405,-0.010706199,1,0.07560919
0.07323721,0.069714986,-0.0333336,1,0.10111314
0.11565645,0.07138769,-0.0566983,1,0.13591401
0.17110215,0.07367842,-0.087259,1,0.18629132
0.032130037,0.07192419,-0.00684927,1,0.07877454
0.07328407,0.068792045,-0.011628101,1,0.10051318
0.1158885,0.06540056,-0.0166344,1,0.13306907
0.17253949,0.060464196,-0.0233281,1,0.18282722
0.032087978,0.1679558,0.00885117,1,0.17099354
0.07147783,0.1658876,0.0176197,1,0.1806316
0.03194127,0.050558694,0.023433398,1,0.05980323
0.071204245,0.05472012,0.0601247,0,0.08980165
0.0314448,0.101116985,-0.083579905,1,0.10589343
0.031646255,0.14347932,0.0124907,1,0.14692786
0.07229961,0.14149946,0.0379764,1,0.15890038
0.11551566,0.13945335,0.0650921,1,0.18108314
0.032114234,0.015755294,0.0779735,1,0.035770845
0.032074425,0.13680783,-0.0074762,1,0.14051744
0.07287034,0.13996871,-0.0199694,1,0.15780154
0.115846865,0.14332767,-0.0332071,1,0.1842914
0.032122146,0.1663135,0.014076,1,0.16938716
0.07149414,0.16523586,0.0373118,1,0.18003972
0.03247294,0.15153652,0.047352403,1,0.1549768
0.031618632,0.01597927,-0.0953409,1,0.035427038
0.031664822,0.19405687,0.0233671,1,0.19662333
0.03229104,0.03379623,2.93487e-06,1,0.046742875
0.0715755,0.037145447,0.00917273,1,0.08064017
0.11491376,0.04093155,0.0192946,1,0.12198592
0.17122789,0.04597452,0.032416902,1,0.17729254
0.03155188,0.13395639,0.037674,1,0.13762207
0.0715645,0.13052605,0.08612359,1,0.14885741
0.032391466,0.17852966,-0.040652,1,0.18144433
0.07127413,0.17545153,-0.089123905,1,0.18937594
0.031535607,0.006945276,0.0190752,1,0.03229135
0.07107842,0.0040056105,0.043328997,1,0.0711912
0.114967145,0.00050697185,0.070254,1,0.11496826
0.03171122,0.19035392,0.0449888,1,0.19297723
0.032069735,0.077819906,-0.00647573,1,0.08416891
0.07272572,0.08083016,-0.0143537,1,0.10873152
0.11696813,0.08394659,-0.022917401,1,0.14397421
0.17238386,0.08802742,-0.033675097,1,0.19355883
0.032206025,0.06570162,-0.0120403,1,0.07317056
0.07110153,0.06345738,-0.000583166,1,0.09530093
0.11558307,0.061089255,0.0124973,1,0.13073386
0.17225525,0.05790409,0.029079901,1,0.18172714
0.031979173,0.12389002,-0.011931401,1,0.12795079
0.071156874,0.12070518,-4.1910298e-05,1,0.14011796
0.11493127,0.11718781,0.0131799,1,0.16414073
0.033047654,0.024211602,-0.00429173,1,0.04096766
0.07243042,0.025936846,-0.0161778,1,0.07693429
0.115844525,0.027988192,-0.0292567,1,0.11917757
0.17291406,0.030497897,-0.046445597,1,0.175583
0.03277327,0.15988982,-0.0165691,1,0.1632141
0.072218575,0.15724188,-0.043286398,1,0.17303333
0.11495611,0.15474097,-0.0722107,1,0.19276845
0.03197423,0.122929506,-0.0210589,1,0.12701973
0.07166431,0.11979703,-0.0544833,1,0.13959621
0.114927344,0.11732888,-0.0909279,1,0.16423874
0.032114238,0.14075543,-0.0157173,1,0.14437248
0.07294106,0.13839397,-0.0428377,1,0.15643941
0.115647346,0.13667159,-0.071242996,1,0.17903472
0.032442693,0.17564756,-0.0341095,0,0.17861857
0.03291644,0.15411778,-0.0186774,1,0.15759371
0.07232445,0.15398262,-0.048196997,1,0.17012194
0.11493183,0.15561916,-0.0800869,1,0.19345967
0.032227993,0.1890728,-0.0240946,1,0.19179982
0.03211954,0.01624803,-0.027530001,1,0.035995323
0.07275477,0.017638125,-0.069384,1,0.07486227
0.032011054,0.129088,-0.0332121,1,0.13299781
0.07108976,0.12739757,-0.0807456,1,0.14589001
0.03309479,0.14752512,-0.0206024,1,0.15119168
0.07253081,0.14822344,-0.0521909,1,0.1650179
0.11511266,0.14965326,-0.0863211,1,0.18880418
0.032789335,0.15921864,-0.0218131,1,0.16255988
0.07210385,0.1610897,-0.0405385,1,0.17649038
0.03275034,0.03586252,-0.0168178,1,0.0485665
0.07218392,0.033366792,-0.0415934,1,0.07952271
0.11573545,0.030745238,-0.068943396,1,0.11974959
0.032099504,0.13935584,-0.0106641995,1,0.143005
0.07273421,0.14312778,-0.0289674,1,0.16054852
0.11570585,0.14693303,-0.0483666,1,0.18702182
0.03193479,0.10557505,-0.00290937,1,0.11029924
0.07186433,0.10820456,-0.00307813,1,0.12989499
0.115622476,0.11080145,-0.0032468801,1,0.16014218
0.032037318,0.08155169,-0.0571069,1,0.08761888
