x,y,z,color,r
0.032557882,0.16967396,-0.061747298,1,0.17276941
0.031634994,0.14247967,-0.0734739,1,0.14594941
0.03253956,0.14905486,0.0159005,1,0.1525653
0.07206182,0.14735587,0.035284303,1,0.16403249
0.11526081,0.14552256,0.0564127,1,0.18563908
0.03193516,0.10492569,-0.0698815,1,0.10967796
0.032231804,0.1887984,-0.0648311,1,0.19152996
0.03174324,0.18798389,-0.0707275,1,0.19064514
0.032125548,0.1973281,-0.070044294,1,0.19992606
0.03200298,0.04723286,0.0650753,1,0.05705378
0.0327413,0.1612512,-0.0220977,1,0.16454162
0.07203658,0.16353455,-0.0485373,1,0.17869757
0.031652007,0.14397885,-0.0773276,1,0.14741695
0.032042246,0.17021665,-0.0813529,1,0.17320627
0.0314544,0.11690681,-0.098394096,1,0.121064365
0.03148017,0.090858944,0.065950796,1,0.09615794
0.03221604,0.16202751,0.049624298,1,0.16519924
0.032124814,0.19739296,0.0826687,1,0.19998994
0.031954758,0.09572346,-0.0510423,1,0.10091624
0.03195415,0.049849622,0.00150312,1,0.05921193
0.071347795,0.046623815,0.0058295797,1,0.08523079
0.116627306,0.043076213,0.0107844,1,0.12432815
0.17172378,0.038809396,0.0168594,1,0.17605461
0.032291863,0.1587592,0.0136575,1,0.16201003
0.07157231,0.16226277,0.030396799,1,0.17734656
0.032393686,0.053400956,0.0858134,1,0.06245809
0.031598028,0.13897556,0.0337702,1,0.14252242
0.07311413,0.1347072,0.0781639,1,0.15327004
0.031998698,0.08688653,-0.0327041,1,0.0925915
0.07187737,0.08991078,-0.0736585,1,0.115109965
0.071595,0.0011929437,-0.0529401,1,0.07160494
0.11488965,0.0034243527,-0.0907455,1,0.11494067
0.031640586,0.14297959,-0.0705968,1,0.14643869
0.03194434,0.09915397,0.0857807,1,0.1041727
0.03257371,0.16889799,-0.00643843,1,0.17201039
0.07197091,0.16609113,-0.016330099,1,0.18101402
0.031980872,0.08991534,-0.0114509,1,0.09543346
0.072477765,0.08713866,-0.028137399,1,0.11334095
0.11695282,0.084178336,-0.0464047,1,0.14409703
0.1725332,0.080449484,-0.0691958,1,0.19036761
0.03193917,0.10160831,-0.044809602,1,0.10650991
0.0722171,0.14345902,-0.0847171,1,0.1606107
0.0321985,0.06627503,0.078378305,1,0.07368258
0.031618632,0.01597927,-0.091349505,1,0.035427038
0.031578626,0.13696967,0.00680917,1,0.1405628
0.07264966,0.13385016,0.0114594,1,0.15229523
0.11595331,0.13081102,0.0164698,1,0.17480473
0.032392967,0.15463613,0.011364601,1,0.15799253
0.07188079,0.1523124,0.021214599,1,0.16842183
0.115102,0.14996116,0.0319666,1,0.18904184
0.03178814,0.059865408,-0.074963994,1,0.06778166
0.03145733,0.11781747,0.0381741,1,0.12194474
0.071733415,0.11512164,0.09408,1,0.13564172
0.031630732,0.07202696,0.0405022,1,0.0786663
0.03233188,0.05710393,-0.0153830005,1,0.06562171
0.07163554,0.05964511,-0.047835603,1,0.09321582
0.11551305,0.06259166,-0.0840709,1,0.13138105
0.03233342,0.18200937,-0.0064860303,1,0.18485904
0.071628205,0.1852983,-0.0213771,1,0.19866066
0.03163499,0.017479964,-0.0790564,1,0.036143072
0.031524297,0.0054352907,0.0679339,1,0.03198943
0.032020018,0.0837915,-0.0146617,1,0.08970115
0.07271919,0.08098819,-0.021068301,1,0.10884469
0.11544493,0.07808172,-0.0277719,1,0.13937104
0.17155738,0.0744035,-0.0365974,1,0.18699683
0.03163401,0.1967372,-0.000252331,1,0.19926423
0.0320417,0.08101831,-0.0013147499,1,0.08712426
0.07207488,0.08451605,0.0090316,1,0.11107543
0.116194785,0.088206485,0.0204905,1,0.14588219
0.17153609,0.09264934,0.034933202,1,0.19495776
0.03200909,0.0038083126,-0.051229198,1,0.032234844
0.032857362,0.031441342,-0.0266997,1,0.045477074
0.07219859,0.032886785,-0.047167998,1,0.07933585
0.11510476,0.034483,-0.0695003,1,0.120158985
0.17190126,0.036521945,-0.098997705,1,0.17573814
