x,y,z,color
0.03214155,-0.23178293,-0.0375873,1
0.07252305,-0.23849604,-0.086279295,1
0.11500905,-0.23170887,-0.132632,1
0.17291518,-0.22592732,-0.195109,0
0.263133,-0.21334033,-0.41356,0
0.033027235,0.024954008,-0.00902067,1
0.07254003,0.022978844,-0.021288201,1
0.1161721,0.020764418,-0.0348838,1
0.17188212,0.017947327,-0.0522682,1
0.25728405,0.013722734,-0.0792,1
0.35712394,0.008910596,-0.110199995,1
0.49627382,0.0021956249,-0.154,1
0.6627896,-0.0058672577,-0.20660001,1
0.8196031,-0.013482399,-0.25460002,1
1.0169168,-0.023143845,-0.3144,0
0.03226128,0.035058677,0.0568937,1
0.072109655,0.03588536,0.125634,1
0.11502598,0.036946762,0.199671,1
0.17175719,0.038367372,0.297481,1
0.2637922,0.040735543,0.4562,1
0.35991257,0.043154415,0.6216,1
0.50365734,0.046767298,0.8696,0
0.031956457,-0.029759102,0.088496804,1
0.071665004,-0.028487137,0.196852,1
0.11617113,-0.026787352,0.318297,1
0.17087609,-0.024841022,0.467435,1
0.25890878,-0.021778736,0.7078,1
0.35841426,-0.018363696,0.97959995,0
0.03193451,-0.39350635,-0.011289501,1
0.07182473,-0.3898849,-0.0268669,1
0.11552013,-0.38601285,-0.0439584,1
0.17300908,-0.38080338,-0.0663851,1
0.25875127,-0.37299317,-0.1,1
0.36070344,-0.36350602,-0.13960001,1
0.50053036,-0.35042384,-0.1946,1
0.6612071,-0.33517274,-0.2586,1
0.820542,-0.32001626,-0.32520002,1
1.0192982,-0.3008412,-0.4066,0
0.031944342,-0.38503537,-0.00782671,1
0.07168016,-0.38137257,-0.0191909,1
0.11696993,-0.37762076,-0.0322141,1
0.17233525,-0.37290263,-0.0481214,1
0.25978208,-0.36553627,-0.0736,1
0.3560277,-0.35728538,-0.1012,1
0.49881056,-0.34486014,-0.142,1
0.6594286,-0.3306784,-0.1878,1
0.81870353,-0.3161643,-0.233,0
0.031444427,-0.2622518,0.00804301,1
0.0713382,-0.26540637,0.0167009,1
0.11496081,-0.2685047,0.0262749,1
