x,y,z,color
0.031976365,0.09077461,0.105149,1
0.07242077,0.08870706,0.247358,0
0.032035545,-0.8676441,0.23678501,0
0.03193471,-0.8941368,0.280251,0
0.03145024,0.24043941,0.0422128,1
0.07177455,0.23774274,0.105936,1
0.11668704,0.23452482,0.176886,1
0.17141642,0.2307665,0.263474,1
0.26146567,0.22472252,0.406,1
0.3564785,0.21816184,0.557,1
0.49942118,0.20818926,0.7842,1
0.6589689,0.19696409,1.039,0
0.031976692,0.99842393,-0.021325199,1
0.071605794,0.9999976,-0.038629398,1
0.11542784,-0.99820733,-0.0577531,1
0.17246361,-0.9957168,-0.0826941,1
0.25679794,-0.99195844,-0.1192,1
0.36068943,-0.9871373,-0.1654,1
0.503181,-0.98059267,-0.2282,1
0.6576208,-0.9734935,-0.29520002,1
0.8187261,-0.9660948,-0.36339998,1
1.0202066,-0.9566956,-0.46060002,0
0.032033462,-0.5429718,-0.0660614,1
0.07207828,-0.54057103,-0.139416,1
0.11496725,-0.53795296,-0.218144,1
0.17298408,-0.5343814,-0.32471898,1
0.2579935,-0.529331,-0.48079997,1
0.36062127,-0.52329487,-0.66959995,1
0.501263,-0.5151682,-0.92840004,0
0.031494524,0.0008993051,0.046404596,1
0.07161417,-0.00086319697,0.115058,1
0.11507867,-0.003161889,0.189486,1
0.17129883,-0.006418521,0.28582698,1
0.2633777,-0.011791687,0.4438,1
0.361574,-0.01743074,0.612,1
0.4989261,-0.025307838,0.8486,0
0.03147337,-0.75313884,0.301083,0
0.032717448,-0.587714,0.234031,0
0.031934854,-0.14442982,-0.0111781,1
0.07197236,-0.14646749,-0.0159594,1
0.11711939,-0.14905821,-0.0213964,1
0.1713306,-0.15220985,-0.02785,1
0.26405475,-0.15772046,-0.039,1
0.3580595,-0.16337746,-0.0502,1
0.4973722,-0.1717061,-0.066800006,1
0.6600506,-0.18155839,-0.0868,1
0.8187575,-0.19100843,-0.1084,1
1.0189577,-0.2030109,-0.13,0
0.031943418,-0.90047204,-0.0368773,1
0.07168044,-0.90400124,-0.0735075,1
0.11596964,-0.9079381,-0.114235,1
0.17246103,-0.9129429,-0.166254,1
0.2620637,-0.9206644,-0.2486,1
0.35600933,-0.92889184,-0.3354,1
0.4973119,-0.9412245,-0.466,1
0.6602159,-0.95526624,-0.61620003,1
0.82091105,-0.9691674,-0.7696,1
1.0159028,-0.98599756,-0.954,0
0.032263666,0.93655485,-0.0030218798,1
0.073336326,0.93358743,0.00246718,1
0.11644877,0.93034786,0.00824345,1
0.17257641,0.9261453,0.015722299,1
0.2608691,0.9196065,0.027,1
0.36171982,0.91197586,0.040200002,1
0.49669534,0.9018724,0.0592,1
0.65779537,0.88984585,0.0796,1
0.8194613,0.87740886,0.0976,1
1.0186392,0.8621301,0.13,0
0.031547725,0.5084541,0.0428126,1
0.07319389,0.5080822,0.109007,1
0.11642451,0.5076369,0.177736,1
0.17175442,0.5070749,0.26572102,1
0.25963503,0.5061873,0.4054,1
0.35665727,0.50534344,0.5596,1
0.502485,0.50396484,0.7916,1
0.6623117,0.50251377,1.0455999,0
0.031464733,0.49483973,0.0437168,1
0.071657956,0.49528536,0.108922996,1
0.115117766,0.4956469,0.17945799,1
0.17255448,0.4961747,0.272688,1
0.25905988,0.4969516,0.4134,1
0.35880032,0.49782926,0.575,1
0.5012762,0.49905184,0.806,1
0.6616336,0.5004233,1.0666,0
0.03154418,0.5811108,0.029347,1
0.07256563,0.58481395,0.0770851,1
0.11667184,0.588613,0.12849899,1
0.1725074,0.59355456,0.193483,1
0.25632954,0.60131717,0.291,0
0.03145306,-0.777346,-0.23463,0
0.03193141,-0.6988874,0.0532635,1
0.07171036,-0.6959307,0.128831,1
0.11548979,-0.6927078,0.21218601,1
0.17249331,-0.68834174,0.320672,1
0.2577172,-0.6818924,0.48279998,1
0.35651496,-0.6743872,0.6708,1
0.49640048,-0.6637833,0.9372,0
0.031938255,0.7369751,0.075833604,1
0.071326494,0.7351743,0.17838499,1
0.11491305,0.73326725,0.291909,1
0.17174605,0.7308245,0.439933,0
0.35711434,0.72312546,0.9222,0
0.032003887,-0.6639064,-0.056111302,1
0.07206825,-0.66530955,-0.11718699,1
0.11595705,-0.66695607,-0.18414101,1
0.17105855,-0.66917306,-0.26809698,1
0.26176986,-0.6728717,-0.406,1
0.35622817,-0.6768628,-0.5504,1
0.49771032,-0.68295485,-0.76640004,1
0.66350347,-0.69009036,-1.0194,0
0.03251263,-0.5780551,-0.0590757,1
0.071305074,-0.5762257,-0.12084,1
0.11539878,-0.5740165,-0.19104801,1
0.17133816,-0.57112193,-0.280095,1
0.26264092,-0.56658286,-0.425,1
0.36022118,-0.5617418,-0.5808,1
0.50071156,-0.5547205,-0.8042,1
0.6592563,-0.5470158,-1.0574,0
0.033029567,-0.72513324,-0.0662022,1
0.07209145,-0.7284105,-0.135887,1
0.11501268,-0.73183125,-0.212619,1
0.17272075,-0.7365502,-0.315732,1
0.2566841,-0.7434397,-0.4658,1
0.35882303,-0.7519351,-0.648,1
0.4969851,-0.7633284,-0.89559996,0
0.032136485,0.29064232,0.0470017,1
0.07199123,0.29027987,0.114356,1
0.11568596,0.28973016,0.18822901,0
0.031949528,0.99182844,-0.0341082,1
0.07176837,0.9880851,-0.0673444,1
0.11558316,0.9841557,-0.103999004,1
0.17293176,0.9790124,-0.151903,1
0.26104948,0.971218,-0.2254,1
0.35585958,0.9624928,-0.304,1
0.4989965,0.9494484,-0.4238,1
