x,y,z,color,r
0.033050667,0.1491036,-0.0172159,1,0.15272272
0.072590575,0.1466739,-0.0403881,1,0.16365398
0.115805745,0.1443411,-0.065783404,1,0.18505491
0.03209152,0.07556006,-0.0267577,1,0.08209256
0.073099695,0.07250714,-0.0636833,1,0.10296043
0.032897152,0.15486911,-0.0342188,1,0.15832455
0.071824774,0.1539556,-0.077247396,1,0.16988562
0.031969596,0.04900994,0.0296583,1,0.058515206
0.07133429,0.04728684,0.0635712,1,0.08558403
0.031935938,0.103971206,-0.0143931,1,0.108765416
0.0719362,0.10502298,-0.0350873,1,0.12729746
0.11578618,0.1063715,-0.0577799,1,0.1572302
0.032278907,0.03430795,-0.0879099,1,0.04710587
0.031560045,0.07921465,0.029213801,1,0.085270144
0.07235936,0.07762086,0.0579535,1,0.10611727
0.11551041,0.07583184,0.0883069,1,0.13817787
0.032559775,0.16958024,0.075090304,1,0.17267773
0.03240404,0.02919871,0.0691652,1,0.043618646
0.032399915,0.15435907,0.0678086,1,0.15772279
0.17327096,0.001049978,-0.0024370798,1,0.17327414
0.031745587,0.18781362,0.0454765,1,0.19047767
0.032968376,0.15213479,-0.0278217,1,0.15566601
0.072516546,0.14859891,-0.061548598,1,0.16534898
0.11529623,0.14463049,-0.098109804,0,0.1849627
0.031974114,0.12292673,-0.0333145,1,0.12701702
0.071168296,0.11979944,-0.071576305,1,0.1393443
0.03287737,0.03064702,-0.0321026,1,0.044946205
0.07218976,0.03317712,-0.0679166,1,0.07944862
0.03217156,0.0390231,0.0149591,1,0.050574813
0.07143851,0.04251645,0.035888,1,0.08313309
0.11643248,0.045977257,0.0597864,1,0.12518159
0.17146549,0.050383635,0.08906671,1,0.17871465
0.032016657,0.0048781475,-0.0070156297,1,0.03238615
0.071595,0.0011961624,-0.0063968804,1,0.07160499
0.031937554,0.11147724,0.0977244,1,0.11596199
0.03222603,0.18921347,-0.011197099,1,0.19193816
0.032027755,0.13136514,-0.012476499,1,0.13521308
0.07320163,0.1329256,-0.0264606,1,0.15174879
0.11626326,0.13435803,-0.041090302,1,0.17767732
0.0314427,0.10240565,0.0515382,1,0.107124045
0.03225388,0.06222794,0.09691001,1,0.07009015
0.032378506,0.17928825,-0.0571958,1,0.1821885
0.032573663,0.14781436,0.0125386,1,0.15136093
0.07216605,0.14470895,0.0345526,1,0.16170534
0.11544305,0.14109041,0.0585142,1,0.18230085
0.031670645,0.19357492,0.0480756,1,0.19614862
0.0328323,0.032453377,0.082748905,1,0.046164718
0.033053983,0.023983287,-0.0474087,1,0.040838264
0.07190465,0.026628653,-0.0954217,1,0.07667702
0.031684283,0.02166832,-0.0845606,1,0.038385022
0.032733727,0.16157909,-0.00650938,1,0.16486144
0.0719923,0.16523616,-0.0065656197,1,0.1802384
0.031443905,0.10162306,0.0320933,1,0.10637653
0.07193093,0.10524567,0.0802673,1,0.12747827
0.03215691,0.03969422,0.0099656405,1,0.051085204
0.07145187,0.041952226,0.0216929,1,0.08285747
0.11651096,0.044797912,0.0350539,1,0.124826506
0.17108573,0.048323423,0.0512749,1,0.1777793
0.03219127,0.19183186,0.0809315,1,0.19451411
0.031949528,0.116837576,-0.0394089,1,0.12112717
0.07117902,0.11899471,-0.094387904,1,0.13865855
0.031556074,0.13444266,0.037737098,1,0.13809639
0.07302366,0.13660748,0.080213994,1,0.15490016
0.031784363,0.06012137,-0.0716618,1,0.06800606
0.032051153,0.07988846,-0.0557844,1,0.08607812
0.03221842,0.036923546,-0.074315906,1,0.049003825
0.03206077,0.13532506,-0.0215385,1,0.13907108
0.07156344,0.13071683,-0.047890097,1,0.14902422
0.11620698,0.12646815,-0.077615,1,0.17175056
0.03155614,0.13445896,0.0161938,1,0.13811228
0.0727068,0.13268897,0.0330102,1,0.15130314
0.11596375,0.13062249,0.050716203,1,0.17467062
0.03208707,0.16799548,0.00262812,1,0.17103234
0.07148002,0.16579726,0.0018406301,1,0.18054952
0.031501237,0.08711309,0.0354681,1,0.092633784
0.072552,0.08516732,0.094428495,1,0.111880586
0.031540886,0.08151456,0.0555841,1,0.08740395
0.031538513,0.13231137,0.012572099,1,0.1360183
0.071067154,0.13092849,0.037616797,1,0.14897251
0.116035074,0.12937501,0.06609739,1,0.17378731
0.031448115,0.09955468,0.0376672,1,0.10440363
0.07214687,0.0971048,0.0859794,0,0.1209732
0.031646255,0.14347932,0.0269112,1,0.14692786
0.07207788,0.14694056,0.0514273,1,0.16366658
0.11558102,0.15052354,0.0778307,1,0.18977962
