x,y,z,color
0.032301333,-0.31595722,-0.00763438,1
0.07163729,-0.31551066,-0.012227001,1
0.115721986,-0.31504017,-0.0173656,1
0.17182393,-0.31451225,-0.023902,1
0.26309285,-0.31359667,-0.0342,1
0.36009425,-0.31265372,-0.0462,1
0.50090635,-0.31128144,-0.0628,1
0.65680474,-0.3097058,-0.080800004,1
0.8185854,-0.30811334,-0.0976,1
1.0200596,-0.3060905,-0.1192,0
0.032088745,-0.23671111,-0.0120992,1
0.07308099,-0.23960362,-0.0226217,1
0.11590301,-0.24263173,-0.0335779,1
0.17250322,-0.24679019,-0.048032798,1
0.2560925,-0.2529461,-0.07,1
0.35985297,-0.26050115,-0.0964,1
0.49820095,-0.27051345,-0.13239999,1
0.66206574,-0.28254712,-0.1746,1
0.8205108,-0.29427814,-0.21139999,1
1.0184954,-0.30921918,-0.2712,0
0.032177772,0.067897804,-0.051274702,1
0.07107283,0.06739131,-0.10854,1
0.11582885,0.06683448,-0.17444299,1
0.1715969,0.0661659,-0.256586,1
0.26040706,0.06514787,-0.3874,1
0.36047536,0.06398943,-0.5348,0
0.032364987,-0.5699113,-0.0243078,1
0.071689144,-0.5695064,-0.0491265,1
0.11641514,-0.56913596,-0.077372,1
0.17118157,-0.56866586,-0.11196499,1
0.2624515,-0.5678883,-0.16939999,1
0.35951754,-0.5670837,-0.2306,1
0.49557337,-0.5659645,-0.3168,0
0.03290833,-0.59556925,-0.0274422,1
0.07232431,-0.59601367,-0.0556658,1
0.11577479,-0.59663874,-0.0867912,1
0.17139095,-0.5975456,-0.126633,1
0.2592879,-0.5989477,-0.18980001,1
0.35683107,-0.6004279,-0.2592,1
0.49851316,-0.6025075,-0.3612,0
0.031444486,-0.648671,0.0664508,1
0.07150813,-0.6478155,0.156125,1
0.116971105,-0.646871,0.257878,1
0.17169009,-0.6457418,0.38036498,1
0.25962836,-0.64391047,0.5772,1
0.35912558,-0.64189595,0.8,0
0.03159796,-0.7360241,-0.123348,1
0.072285734,-0.7331752,-0.27742,1
0.11546769,-0.7304065,-0.440872,0
0.26198614,-0.72123945,-0.99520004,0
0.03207913,-0.8626982,-0.150318,1
0.07303509,-0.8636358,-0.337432,0
0.031442028,-0.7637931,-0.0952957,1
0.071267374,-0.76166594,-0.211052,1
0.11676797,-0.7590983,-0.343353,0
0.2561751,-0.7513592,-0.74859995,1
0.35950923,-0.7457257,-1.0504,0
0.032167964,-0.5858154,-0.22574899,0
0.032024235,-0.41678062,-0.198305,1
0.07268932,-0.41828802,-0.445229,0
0.032751683,0.535805,-0.016106501,1
0.072095625,0.53637886,-0.030808201,1
0.11551676,0.53714776,-0.0470313,1
0.17143136,0.5381898,-0.0679008,1
0.26063535,0.53994304,-0.1012,1
0.35674924,0.54179084,-0.1372,1
0.4999907,0.544439,-0.191,1
0.65836483,0.5474481,-0.2498,1
0.81568193,0.55040395,-0.3036,1
1.01925,0.5543104,-0.385,0
0.031560477,0.63496137,0.00773394,1
0.07270372,0.6327514,0.022906601,1
0.115964025,0.63063115,0.038826,1
0.17177784,0.62784106,0.0593481,1
0.25833678,0.6236474,0.0916,1
0.35752752,0.61888176,0.1276,1
0.5039687,0.61196417,0.1814,1
0.6636293,0.6043806,0.2402,1
0.82066107,0.59692556,0.3036,1
1.0223162,0.5871801,0.37420002,0
0.031603552,0.4495984,0.0238742,1
0.07253428,0.44876513,0.0598159,1
0.11597827,0.44796407,0.0979637,1
0.17188093,0.44702402,0.147014,1
0.26461112,0.44543633,0.2282,1
0.3580828,0.44390586,0.3102,1
0.49991986,0.44152126,0.4348,1
0.6607893,0.43885678,0.576,1
0.81650877,0.43622038,0.71559995,1
1.0211711,0.43285665,0.88920003,0
0.031564955,0.510464,0.026685301,1
0.07254269,0.5110848,0.066376604,1
0.11667588,0.5116308,0.109123,1
0.17094456,0.51234525,0.16171001,1
0.2602489,0.5134963,0.2486,1
0.35799238,0.5147711,0.3432,1
0.4965728,0.51662046,0.4772,1
0.66124624,0.5187939,0.63659996,1
0.8199601,0.52086663,0.7862,1
1.0233772,0.52345574,0.9922,0
0.031646214,0.5184796,0.026955798,1
0.07223213,0.51809806,0.0664876,1
0.116329886,0.5177043,0.109446,1
0.17245328,0.51721936,0.164106,1
0.26054224,0.5165066,0.2498,1
0.3581388,0.51568633,0.345,1
0.49619463,0.51458293,0.4796,1
0.6596476,0.51327586,0.639,1
0.8229945,0.51201695,0.797,1
1.023451,0.51044524,0.9922,0
0.031465366,0.4950084,0.030655,1
0.071670584,0.494326,0.0747699,1
0.11568739,0.4935987,0.123081,1
0.17235574,0.4926665,0.185242,1
0.2608568,0.4912832,0.282,1
0.36289296,0.48964548,0.394,1
0.4959504,0.4875647,0.5402,1
0.6600174,0.48501304,0.72040004,1
0.81532776,0.4826217,0.88920003,0
0.03152148,0.45908195,0.0146252,1
0.07222995,0.45565018,0.0384608,1
0.11531307,0.4518997,0.0636176,0
0.031542126,-0.41864476,0.00357541,1
0.07225332,-0.41990888,0.0132106,1
0.11493172,-0.42126906,0.023301799,1
0.17175286,-0.42311537,0.0367497,1
0.2583945,-0.42586488,0.0568,1
0.3559947,-0.42903432,0.080800004,1
0.49631205,-0.4334894,0.114,1
0.6592992,-0.43868932,0.15280001,1
0.8206633,-0.4438633,0.18980001,1
1.0232723,-0.45043114,0.2438,0
0.031939685,-0.38720858,-0.0114929,1
0.071811594,-0.38921955,-0.021052,1
0.115692325,-0.39115366,-0.0316246,1
0.1719859,-0.39382166,-0.0451729,1
0.25638768,-0.39774182,-0.06519999,1
0.35999113,-0.40266135,-0.0904,1
0.49605379,-0.4092845,-0.124,1
0.66283494,-0.4174993,-0.1646,1
0.82132655,-0.42544746,-0.20060001,1
1.0241365,-0.4356346,-0.25460002,0
0.03313517,-0.3538904,-0.00628437,1
0.072590254,-0.35331905,-0.0091531295,1
0.11569593,-0.35278845,-0.0122585,1
0.17273638,-0.35211542,-0.0164094,1
0.2591625,-0.3511036,-0.022200001,1
0.35987523,-0.34998405,-0.03,1
0.50097615,-0.34840947,-0.040200002,1
0.6574419,-0.34665585,-0.052,1
0.817308,-0.344843,-0.06519999,1
1.0153394,-0.3426031,-0.076,0
0.032179203,-0.30721456,0.084889,1
0.07272436,-0.30516362,0.19675599,1
0.116626196,-0.3030609,0.317851,1
0.17221488,-0.300599,0.471061,1
0.25644857,-0.2968012,0.703,1
0.36373818,-0.2920005,0.9988,0
0.031480663,0.74837554,0.009212401,1
0.071159475,0.7454913,0.0257326,1
0.11619589,0.7420382,0.0445016,1
0.17124866,0.7379617,0.0674704,1
0.25934318,0.7314203,0.1042,1
0.35725716,0.72415155,0.1456,1
0.50358737,0.71318483,0.20660001,1
0.6602815,0.7014601,0.2724,1
0.8176725,0.68948483,0.336,1
1.0196806,0.6737151,0.4282,0
0.03164569,0.070691004,-0.0798202,1
0.07306831,0.0731628,-0.17916499,1
0.11502266,0.075526595,-0.279932,1
0.17082563,0.07870728,-0.414105,1
0.26270694,0.08386261,-0.635,1
0.36148965,0.08922415,-0.872,0
0.03312442,-0.47851542,-0.0294341,1
0.072463945,-0.47498566,-0.059792303,1
0.11531197,-0.47115996,-0.0928778,1
0.17118993,-0.46623984,-0.135888,1
0.2639972,-0.45805112,-0.2078,1
0.35796472,-0.44969073,-0.2796,1
0.49863338,-0.43729,-0.3886,1
0.65801346,-0.42315212,-0.512,1
