x,y,z,color
0.032450456,-0.19977577,-0.013719,1
0.07175505,-0.19865613,-0.0221637,1
0.115642,-0.1974442,-0.031609,1
0.17253377,-0.19588524,-0.043880697,1
0.25667736,-0.19353838,-0.0616,1
0.3595075,-0.19085161,-0.0844,1
0.4998057,-0.1870872,-0.1144,1
0.6596608,-0.18270081,-0.14919999,1
0.82025814,-0.1783031,-0.179,1
1.0240711,-0.17260581,-0.22219999,0
0.03270355,-0.21210274,-0.0152789,1
0.07202755,-0.21112464,-0.025548099,1
0.11617353,-0.2100268,-0.0370444,1
0.1716217,-0.2087341,-0.0514666,1
0.2612145,-0.20661457,-0.0748,1
0.35726213,-0.20438497,-0.1,1
0.49662104,-0.20107363,-0.136,1
0.65846163,-0.19724622,-0.179,1
0.8208439,-0.19337973,-0.22219999,1
1.0195493,-0.18866801,-0.2712,0
0.032103825,0.13976945,-0.00757813,1
0.07302167,0.13664833,-0.00853438,1
0.11632387,0.13320641,-0.00952426,1
0.17138225,0.12883928,-0.0106719,1
0.261075,0.12144361,-0.0126,1
0.35975158,0.113352835,-0.015,1
0.4987523,0.10188217,-0.0174,1
0.66163975,0.08867739,-0.021,1
0.82173055,0.075586855,-0.027,1
1.0214968,0.05920191,-0.027,0
0.03264603,-0.58451724,-0.00392188,1
0.07156835,-0.58759546,-0.00047994102,1
0.1154928,-0.5907968,0.00343531,1
0.17122526,-0.5950058,0.008494331,1
0.2591246,-0.6017898,0.0162,1
0.35875055,-0.6098204,0.025799999,1
0.50326955,-0.6212943,0.039,1
0.65966135,-0.6336813,0.0532,1
0.81682134,-0.6462089,0.06519999,1
1.0194286,-0.6625928,0.0868,0
0.031956147,-0.5296726,-0.0161945,1
0.07232779,-0.5336173,-0.028081302,1
0.11545507,-0.5376588,-0.040746,1
0.17166673,-0.5428032,-0.0571651,1
0.256211,-0.55071443,-0.082,1
0.35747033,-0.56007856,-0.112,1
0.49936098,-0.5734207,-0.1532,1
0.6586623,-0.5885778,-0.20060001,1
0.8229654,-0.60471845,-0.25460002,1
1.0188662,-0.6242489,-0.3144,0
0.03143942,-0.2673007,0.0400245,1
0.07180504,-0.26388213,0.100321,1
0.11632845,-0.26009718,0.166811,1
0.1713529,-0.25521892,0.24909501,1
0.25937742,-0.24752858,0.3814,1
0.3574189,-0.23900326,0.5288,1
0.49667704,-0.22642632,0.7388,1
0.6597942,-0.21167849,0.98620003,0
0.031941984,0.9889681,-0.0367803,1
0.07121342,0.99161255,-0.073669605,1
0.11514876,0.99473405,-0.114981,1
0.17148952,0.9986667,-0.168019,1
0.2595367,-0.99518067,-0.251,1
0.35755897,-0.9880497,-0.3432,1
0.50100625,-0.977598,-0.4784,1
0.66312635,-0.96567255,-0.63259995,1
0.8233446,-0.95382553,-0.7862,1
1.0193087,-0.9391495,-0.9756,0
0.031997453,-0.9979654,-0.0424982,1
0.071114674,0.9995295,-0.0862425,1
0.11507429,0.9969463,-0.13544299,1
0.17178722,0.99374074,-0.198903,0
0.03196897,0.96726817,-0.0453796,1
0.07180467,0.96706265,-0.093470395,1
0.11707693,0.96693885,-0.148108,1
0.17137371,0.9668107,-0.21365601,1
0.2575633,0.9666039,-0.3174,1
0.35926017,0.966446,-0.4402,1
0.5026608,0.96617824,-0.6138,1
0.6601029,0.9659011,-0.80359995,1
0.82455206,0.9655833,-1.003,0
0.031999923,0.961695,-0.0465643,1
0.071995296,0.96162057,-0.0962689,1
0.11547377,0.96170264,-0.150297,1
0.17172901,0.9618173,-0.220187,1
0.25712657,0.9619846,-0.32639998,1
0.35881454,0.96225643,-0.453,1
0.5017557,0.96259844,-0.63,1
0.6593099,0.9629925,-0.8258,1
0.8235747,0.963375,-1.0281999,0
0.03194358,0.97445893,-0.0436878,1
0.071574144,0.9746957,-0.0894639,1
0.116058365,0.9751192,-0.140818,1
0.17134622,0.9756961,-0.204621,1
0.25869966,0.9766016,-0.30560002,1
0.3607722,0.9776847,-0.42339998,1
0.49974844,0.97912353,-0.58379996,1
0.6558391,0.9807166,-0.7636,1
0.82162535,0.9824367,-0.954,0
0.032113485,0.9484393,-0.0584405,1
0.072578445,0.94782954,-0.123503,1
0.11600718,0.9473185,-0.193317,1
0.17152835,0.94670826,-0.28257,1
0.2646648,0.9457341,-0.4322,1
0.36120838,0.9446945,-0.588,1
0.50338,0.94320714,-0.8168,1
0.65885687,0.941621,-1.0666,0
0.032462317,0.6745826,0.24927,0
0.03158334,0.5124718,-0.00066473003,1
0.072536096,0.5112251,0.00722454,1
0.116271794,0.5100371,0.0156477,1
0.17115983,0.50862485,0.0262378,1
0.2596578,0.50648034,0.0438,1
0.35650343,0.50408924,0.0616,1
0.4986095,0.5004607,0.0892,1
0.6574089,0.4963661,0.120400004,1
0.81870264,0.4921864,0.1516,1
1.0185921,0.48697874,0.18980001,0
0.032170907,0.27067477,0.0850645,1
0.07212779,0.27066574,0.19910401,1
0.11494045,0.27069557,0.32128602,1
0.17164123,0.2706851,0.483092,1
0.25798813,0.27062058,0.72940004,1
0.361981,0.27057907,1.0264,0
0.0331397,0.27095366,0.0893091,1
0.072099045,0.27139547,0.202216,1
0.11677548,0.2717358,0.33170003,1
0.17153935,0.27209666,0.49045497,1
0.25821388,0.27260676,0.7416,1
0.36247808,0.27323776,1.0446,0
0.032016113,0.20932738,0.076841004,1
0.07205415,0.21005651,0.181411,1
0.11579039,0.21075618,0.29563698,1
0.17226854,0.21160123,0.443175,0
0.3560317,0.21417925,0.92340004,0
0.031961616,0.21895187,0.101906,1
0.07231611,0.2167301,0.23915699,1
0.116111934,0.21431062,0.388142,0
0.2596524,0.20641494,0.87659997,0
0.03199348,0.12640476,0.074556,1
0.07110132,0.12598093,0.174015,1
0.116270304,0.125441,0.288862,1
0.1711157,0.12473377,0.428299,1
0.26132527,0.123566434,0.6576,1
0.35805982,0.12233675,0.9042,0
0.03157399,0.011468153,0.018942,1
0.07264278,0.008992272,0.052416902,1
0.11702404,0.0061779763,0.0886633,1
0.17311321,0.0026973512,0.13451199,1
0.2590747,-0.0027540582,0.205,1
0.36010394,-0.009247214,0.288,1
0.50027734,-0.018275352,0.403,1
0.65882796,-0.028375175,0.5342,1
0.81969726,-0.03868249,0.6724,1
1.0190631,-0.05139211,0.83659995,0
0.031935506,-0.5205,-0.018211,1
0.07195124,-0.52060795,-0.032561798,1
0.11631787,-0.52053124,-0.048469003,1
0.17187682,-0.52042764,-0.0683965,1
0.25910947,-0.520275,-0.1,1
0.35812762,-0.5200983,-0.1348,1
0.50297904,-0.5198026,-0.1874,1
0.6615375,-0.519489,-0.2438,1
0.8209108,-0.5191675,-0.3036,1
1.0219821,-0.5187477,-0.37420002,0
0.03209035,-0.54932094,-0.0123031,1
0.07309573,-0.55241144,-0.0193054,1
0.116138704,-0.55546546,-0.0265968,1
0.17294262,-0.5595696,-0.0362834,1
0.25973213,-0.5658742,-0.0508,1
0.355896,-0.5728533,-0.0676,1
0.4970688,-0.58342624,-0.0916,1
0.65931743,-0.5954947,-0.1192,1
0.81883985,-0.6074676,-0.1516,1
1.0226152,-0.6227557,-0.179,0
0.032079052,-0.4876983,-0.0200755,1
0.072964616,-0.4871215,-0.0370501,1
0.11656641,-0.48652622,-0.0551666,1
0.17084058,-0.48569137,-0.0776978,1
0.2574611,-0.48442677,-0.113199994,1
0.35837057,-0.4829071,-0.15519999,1
0.50009423,-0.48069707,-0.2138,1
0.65919787,-0.47821024,-0.2802,1
0.81821144,-0.47574934,-0.3468,0
0.032399863,-0.5719534,-0.0132017005,1
0.07175462,-0.5736335,-0.021064399,1
0.11543482,-0.57538116,-0.0298063,1
0.17231162,-0.57772607,-0.0411321,1
0.2577863,-0.5812393,-0.058,1
0.35918528,-0.58542144,-0.0784,1
0.49567387,-0.59099245,-0.106,1
0.6586094,-0.5976902,-0.13839999,1
0.82299453,-0.6046496,-0.1682,1
1.020929,-0.61303455,-0.21139999,0
0.032183934,-0.8075921,-0.0312619,1
0.07318397,-0.8042182,-0.0624175,1
0.11646004,-0.80059487,-0.095229894,1
0.17097895,-0.79597485,-0.13649699,1
0.2600403,-0.78880626,-0.20380001,1
0.35660115,-0.7808206,-0.27679998,1
0.49894434,-0.7687961,-0.385,1
0.658282,-0.7556047,-0.506,1
0.82137096,-0.74199945,-0.63420004,1
1.0242504,-0.72490627,-0.7862,0
0.032756392,-0.5893939,-0.0228995,1
0.072167344,-0.591082,-0.0424049,1
0.11609961,-0.5931189,-0.0641785,1
0.17127417,-0.5957722,-0.09155,1
0.25625554,-0.59992146,-0.13360001,1
0.35925654,-0.60501736,-0.185,1
0.49949867,-0.6119099,-0.25460002,1
0.65786994,-0.6197091,-0.3336,1
0.8204509,-0.6277728,-0.4174,1
1.0187755,-0.6375918,-0.52040005,0
0.031564955,0.510464,0.06820761,1
0.072745286,0.5069177,0.166093,1
0.11539701,0.5029676,0.267251,1
0.17242317,0.4977894,0.402291,1
0.26363984,0.4898203,0.618,1
0.3613752,0.48140824,0.849,0
0.032076795,0.9184997,0.053923,1
0.07185774,0.9210163,0.12910001,1
0.11496157,0.923786,0.21055901,1
0.1724426,0.9275983,0.31918702,1
0.25960496,0.933257,0.4838,0
0.49578518,0.9481333,0.9306,0
0.032158922,0.019692412,0.106008,1
0.07261194,0.021131158,0.247976,1
0.11608407,0.022584535,0.400572,0
0.25875446,0.027031213,0.9009,0
0.03224019,0.06319475,0.130498,1
0.07110714,0.06282584,0.296046,0
0.032247473,-0.43732092,-0.066818,1
0.07108266,-0.4341257,-0.139034,1
0.11522602,-0.43047002,-0.221042,1
0.1724625,-0.42577603,-0.327371,1
0.25932103,-0.41874123,-0.4888,1
0.35850537,-0.41068223,-0.6732,1
0.49805993,-0.39933383,-0.9332,0
0.03144275,-0.3882536,-0.0924602,1
0.07172941,-0.38463342,-0.202184,1
0.11717724,-0.38066852,-0.32587,1
0.1725456,-0.3755103,-0.476663,1
0.25946182,-0.36774102,-0.7136,1
0.35583636,-0.35917374,-0.97679996,0
0.031503715,-0.24758726,-0.0806109,1
0.07160816,-0.25025082,-0.17450999,1
0.11593028,-0.25338545,-0.278236,0
0.03199112,-0.16187835,-0.034066603,1
0.072366975,-0.15976486,-0.06857599,1
0.11509451,-0.15750264,-0.10514,1
0.171448,-0.15443507,-0.153368,1
0.25924376,-0.14968288,-0.2282,1
0.3558718,-0.1445311,-0.3108,1
0.502622,-0.13653582,-0.4366,1
0.66137064,-0.12786505,-0.57240003,1
0.8209617,-0.119052626,-0.7048,1
1.020435,-0.108001426,-0.8784,0
0.032287776,-0.34106952,-0.0892678,1
0.07227528,-0.34453467,-0.191559,1
0.115545355,-0.34838986,-0.302124,1
0.17282768,-0.35316032,-0.448339,0
0.35967553,-0.36855057,-0.927,0
0.032829616,0.15756,0.221962,0
0.032029893,-0.29251337,-0.018761499,1
0.07270795,-0.29374018,-0.0339988,1
0.116611615,-0.29499036,-0.0504397,1
0.17187816,-0.2965214,-0.0711298,1
0.25632057,-0.29883102,-0.102400005,1
0.35881886,-0.3017383,-0.1408,1
0.49922085,-0.30571148,-0.194,1
0.65966827,-0.3101771,-0.25460002,1
0.8162093,-0.3146609,-0.3144,1
1.0223813,-0.32058534,-0.385,0
0.032130547,-0.30311963,-0.0164941,1
0.07316158,-0.30376455,-0.028923001,1
0.115389735,-0.30442613,-0.0417158,1
0.17129083,-0.30526665,-0.058640998,1
0.26122233,-0.3065674,-0.085599996,1
0.35777238,-0.30806714,-0.115,1
0.5042276,-0.3102182,-0.15980001,1
0.6590466,-0.3125329,-0.20660001,1
0.8191158,-0.31491503,-0.25460002,1
1.0207268,-0.31797364,-0.3144,0
0.031681865,-0.22852573,0.00219947,1
0.072207935,-0.23131786,0.013709799,1
0.11509675,-0.23449428,0.0259326,1
0.17140405,-0.2387663,0.0419764,1
0.25655255,-0.24526754,0.0664,1
0.35576263,-0.25279072,0.0944,1
0.49988526,-0.26370883,0.136,1
0.6584853,-0.27558187,0.1826,1
0.8230041,-0.28796017,0.233,1
1.0155392,-0.3026444,0.29279998,0
0.031540822,-0.117396444,0.0493007,1
0.071570925,-0.12056123,0.120754994,1
0.11528522,-0.12432476,0.198853,1
0.17096356,-0.1290242,0.298294,1
0.26024225,-0.13656868,0.4574,1
0.3588201,-0.14482714,0.633,1
0.49551308,-0.15608303,0.8768,0
0.031686693,-0.1827311,0.0517306,1
0.071582384,-0.18473321,0.125545,1
0.116590016,-0.18714865,0.208995,0
0.2566082,-0.19447714,0.46879998,1
0.36091396,-0.1999783,0.6624,1
0.49559256,-0.20687087,0.9124,0
0.033033986,0.89970773,-0.041590698,1
0.07204801,0.8977172,-0.0827429,1
0.116214864,0.89556646,-0.129369,1
0.1716754,0.8929552,-0.187867,1
0.260426,0.88864815,-0.2814,1
0.36314458,0.88374573,-0.38979998,1
0.4969073,0.87730765,-0.5308,1
0.6576388,0.8697077,-0.6996,1
0.8229754,0.8619711,-0.87259996,0
0.031968802,0.99681395,-0.0369182,1
0.071130425,0.9979851,-0.073836796,1
0.11499718,0.9994431,-0.115138,1
0.17135035,-0.9987411,-0.16815801,1
0.25948188,-0.9959628,-0.251,1
0.35687703,-0.9929308,-0.34260002,1
0.49817753,-0.9885632,-0.476,1
0.66378355,-0.98342633,-0.63259995,1
0.8201687,-0.978549,-0.779,1
1.0160383,-0.972504,-0.9648,0
0.03205442,0.9545138,-0.046762902,1
0.07223531,0.95552003,-0.0968749,1
0.11563268,0.95667017,-0.150997,1
0.17202239,0.9580971,-0.221382,1
0.25698215,0.9603099,-0.3276,1
0.35888755,0.96298677,-0.4546,1
0.50281227,0.96675277,-0.6348,1
0.6615919,0.97087836,-0.833,1
0.8214956,0.97498924,-1.0354,0
0.032012463,0.9598388,-0.046390302,1
0.07207784,0.9594404,-0.0959419,1
0.11555163,0.95912015,-0.149707,1
0.17197065,0.95872605,-0.219473,1
0.2568054,0.95814025,-0.3246,1
0.3636054,0.95738035,-0.4564,1
