x,y,z,color
0.03197798,-0.0013372486,-0.00764205,1
0.071603425,0.00024494954,-0.0272103,1
0.115420446,0.0020738223,-0.0488537,1
0.17245623,0.0043668696,-0.0770001,1
0.25678197,0.007844113,-0.118599996,1
0.36056918,0.012069421,-0.16939999,1
0.5027921,0.017959941,-0.2402,1
0.65697443,0.024242328,-0.3168,1
0.8239912,0.030994108,-0.3958,1
1.0152981,0.03886371,-0.49879998,0
0.031881545,0.17898898,0.15477699,1
0.07127877,0.1751909,0.33601502,0
0.032127764,0.2910511,0.315585,0
0.03146192,-0.27999324,0.0303242,1
0.07166767,-0.2785741,0.0586575,1
0.11574095,-0.27708083,0.0896771,1
0.17271155,-0.27490103,0.12976,1
0.2619542,-0.27147987,0.19219999,1
0.3585072,-0.26781312,0.2604,1
0.5002503,-0.26235375,0.36,1
0.65540546,-0.25636467,0.46920002,1
0.81854045,-0.25000688,0.5802,1
1.0191134,-0.2421698,0.7264,0
0.032439355,0.05083198,-0.0129001,1
0.071775764,0.0501778,-0.0384357,1
0.11671341,0.04948261,-0.0675811,1
0.17107068,0.048570536,-0.102828,1
0.2590639,0.047033295,-0.15980001,1
0.3602012,0.04526075,-0.22580001,1
0.49958944,0.042852566,-0.31620002,1
0.6589494,0.040024515,-0.41979998,0
0.031583358,0.63747144,0.0120219,1
0.07235932,0.6401215,0.0170817,1
0.11537454,0.64270365,0.0224479,1
0.17238913,0.6461341,0.0296844,1
0.25929683,0.65119934,0.040200002,1
0.35788628,0.65695894,0.0532,1
0.49561065,0.665035,0.0712,1
0.65794396,0.6746575,0.0916,1
0.8158485,0.6842483,0.1084,1
1.0152174,0.6965719,0.1408,0
0.031442802,0.7367468,0.0105594,1
0.07136445,0.7333235,0.0136531005,1
0.11501305,0.7296954,0.017084401,1
0.17222337,0.7249365,0.0216406,1
0.26066718,0.717719,0.0282,1
0.36403787,0.7093748,0.036599997,1
0.49999636,0.6983102,0.0462,1
0.65559316,0.68559664,0.058,1
0.8173976,0.67207056,0.0688,1
1.0203962,0.6550827,0.0868,0
0.03248826,0.7982091,-0.0219009,1
0.07177016,0.80048734,-0.0581696,1
0.11512878,0.8030158,-0.098227896,1
0.17234547,0.80646175,-0.151049,1
0.26006308,0.8114526,-0.2318,1
0.3611835,0.8172711,-0.326,1
0.49977246,0.8253953,-0.4542,1
0.6620076,0.83492273,-0.60459995,1
0.8195081,0.8441909,-0.748,1
1.0157733,0.85580957,-0.93240005,0
0.03149017,0.9639742,0.00315828,1
0.07254525,0.96034443,-0.00326485,1
0.11564589,0.9563048,-0.0100336,1
0.17129692,0.9510203,-0.0188281,1
0.26405448,0.94227946,-0.033,1
0.3595827,0.9334444,-0.0486,1
0.50102776,0.9199131,-0.0712,1
0.6565038,0.9048654,-0.095199995,1
0.81762075,0.889346,-0.1192,1
1.0161852,0.86993647,-0.1516,0
0.032080848,0.9516453,-0.0148724,1
0.07301798,0.9492284,-0.044219103,1
0.115530364,0.9468406,-0.0746608,1
0.17120221,0.94382405,-0.114519,1
0.26345402,0.9386827,-0.1802,1
0.35956153,0.9332685,-0.2492,1
0.49633884,0.9256291,-0.3468,1
0.6600836,0.91657585,-0.4646,1
0.8212549,0.90770173,-0.5802,1
1.0164034,0.896755,-0.721,0
0.03193582,-0.89001775,-0.014963999,1
0.07175872,-0.8863698,-0.0437315,1
0.11491665,-0.8822412,-0.074835196,1
0.1712247,-0.8770515,-0.115445,1
0.26237652,-0.8684137,-0.1814,1
0.35880262,-0.8592905,-0.251,1
0.49588466,-0.846151,-0.3504,1
0.6594317,-0.83044565,-0.47,1
0.81908494,-0.8150076,-0.591,1
1.0188571,-0.79532003,-0.7372,0
0.03199091,-0.6618419,-0.0155348,1
0.07253014,-0.6642603,-0.0455457,1
0.115444615,-0.6666389,-0.0773339,1
0.17110176,-0.6699066,-0.118582,1
0.26148933,-0.67508453,-0.18560001,1
0.35585374,-0.680424,-0.2556,1
0.49659756,-0.68838054,-0.36,1
0.6580695,-0.6974766,-0.48,1
0.8221616,-0.70666754,-0.60179996,1
1.0181755,-0.71778154,-0.748,0
0.03196316,-0.40643072,-0.00857711,1
0.07233077,-0.40870482,-0.0296855,1
0.116639845,-0.41084993,-0.0528062,1
0.17110051,-0.41346762,-0.081339404,1
0.25942475,-0.41799942,-0.1276,1
0.359667,-0.42302993,-0.1802,1
0.49993533,-0.430198,-0.2534,1
0.6593992,-0.4383844,-0.33720002,1
0.8196841,-0.44658464,-0.4174,1
1.0172216,-0.4566663,-0.5312,0
0.03152553,-0.36940122,0.0234142,1
0.07271041,-0.36738455,0.0433699,1
0.11574703,-0.36531964,0.0642458,1
0.17161284,-0.3624246,0.0913804,1
0.26101857,-0.35776076,0.1348,1
0.3595397,-0.3526223,0.1826,1
0.5017611,-0.3450689,0.2522,1
0.6606753,-0.3366407,0.3296,1
0.8203241,-0.3281186,0.4066,1
1.0210221,-0.31742013,0.5096,0
0.031477507,-0.65861225,0.061283797,1
0.07231129,-0.6581247,0.130177,1
0.11509679,-0.6575784,0.202425,1
0.17197946,-0.65676486,0.29849797,1
0.26445875,-0.65540993,0.4546,1
0.36273304,-0.6540182,0.6206,1
0.50194603,-0.65200907,0.8558,0
0.03148756,-0.6605523,0.0594646,1
0.07236207,-0.6596231,0.126074,1
0.11513037,-0.6585738,0.19572501,1
0.17202136,-0.6572726,0.288395,1
0.2645175,-0.65508085,0.439,1
0.36298087,-0.6527739,0.599,1
0.502576,-0.64953125,0.82640004,1
0.6590323,-0.64592403,1.081,0
0.031528417,0.7081338,-0.273739,0
0.031465393,0.62001324,-0.218769,0
0.031947393,-0.1519879,-0.0298592,1
0.071686596,-0.15420718,-0.0772127,1
0.11506396,-0.15657452,-0.128959,1
0.17175573,-0.15960602,-0.196409,1
0.25993308,-0.16452499,-0.3012,1
0.36004847,-0.17012472,-0.42020002,1
0.49918824,-0.17768344,-0.5862,1
0.66136277,-0.18671373,-0.78059995,1
0.8171495,-0.19528277,-0.9648,0
0.03145261,-0.38369977,0.033450298,1
0.07125188,-0.38577163,0.0654731,0
0.17126621,-0.39052188,0.14608501,1
0.25957435,-0.3946429,0.2174,1
0.36069563,-0.39925468,0.2988,1
0.4997489,-0.4054919,0.4114,1
0.6555702,-0.41253948,0.53720003,1
0.8205623,-0.41997057,0.6724,1
1.020885,-0.42891657,0.8294,0
0.032542113,-0.07954419,-0.0100333,1
0.07192247,-0.081894554,-0.0320117,1
0.11571844,-0.084173344,-0.056348,1
0.17156005,-0.08717034,-0.0873874,1
0.2568287,-0.09156379,-0.1348,1
0.36030152,-0.096894585,-0.19219999,1
0.49564078,-0.10401713,-0.2676,1
0.6570755,-0.11264766,-0.3576,1
0.8228793,-0.12159123,-0.44979998,1
1.0153245,-0.13211416,-0.5636,0
0.03203924,0.5813145,0.117925,1
0.07279659,0.579158,0.257643,1
0.11547496,0.5770205,0.403863,0
0.25794464,0.57022876,0.8928,0
0.032068837,-0.61378354,-0.0163274,1
0.0729234,-0.6112181,-0.047484297,1
0.11641538,-0.60760164,-0.0804636,1
0.17176758,-0.60279095,-0.122344,1
0.25955036,-0.594985,-0.1886,1
0.3590445,-0.58619136,-0.264,1
0.5023754,-0.5733835,-0.37420002,1
0.6584121,-0.5591054,-0.494,1
0.820485,-0.5443471,-0.62340003,1
1.0155269,-0.52634746,-0.7696,0
0.03197928,-0.501079,-0.00839872,1
0.071649686,-0.50404763,-0.0289361,1
0.115721814,-0.50734544,-0.051691897,1
0.17083995,-0.5113163,-0.0801763,1
0.25946647,-0.5177093,-0.12640001,1
0.36040327,-0.5247655,-0.1778,1
0.49952677,-0.53484344,-0.2502,1
0.65644807,-0.5463266,-0.3324,1
0.8213172,-0.558804,-0.4174,1
1.0178072,-0.57382417,-0.52040005,0
0.032071527,-0.33124202,0.022463199,1
0.07136662,-0.32927802,0.0400084,1
0.11574704,-0.32686433,0.0598363,1
0.1725067,-0.32375327,0.085229695,1
0.25928277,-0.31901562,0.124,1
0.3599502,-0.31370732,0.16939999,1
0.49909648,-0.30639562,0.2318,1
0.6605043,-0.2979063,0.3052,1
0.82241327,-0.2893813,0.37420002,1
1.0204936,-0.27894327,0.4664,0
0.031439513,-0.6420598,0.058903098,1
0.07189155,-0.64303714,0.124197,1
0.1162869,-0.6440504,0.195814,1
0.17116193,-0.64526665,0.28436,1
0.2593934,-0.6472829,0.427,1
0.36364457,-0.64957845,0.595,1
0.5017917,-0.65263575,0.818,1
0.66175514,-0.656059,1.0768001,0
0.03267836,-0.08598576,-0.0014887201,1
0.072135985,-0.09002574,-0.01312,1
0.11615189,-0.0941968,-0.0261051,1
0.17310184,-0.09974152,-0.0428012,1
0.2609455,-0.10819088,-0.0688,1
0.359832,-0.117748275,-0.0976,1
0.50102043,-0.13139401,-0.13839999,1
0.6614892,-0.1470921,-0.185,1
0.81991905,-0.16258192,-0.233,1
1.0165341,-0.18189456,-0.29279998,0
0.03144599,0.8636223,0.0423979,1
0.07171657,0.8661673,0.0862315,1
0.11608261,0.86876035,0.134601,1
0.17090039,0.8721429,0.19439101,1
0.2588327,0.87763834,0.2904,1
0.36323726,0.8841942,0.40420002,1
0.500526,0.89249545,0.554,1
0.65573794,0.90187407,0.7248,1
0.8198796,0.9117545,0.90540004,0
0.03225139,0.78548086,0.0276828,1
0.07168597,0.7833153,0.0515453,1
0.11669559,0.7805355,0.0787791,1
0.17265867,0.77698964,0.112801,1
0.26107478,0.7714435,0.167,1
0.36104864,0.7651457,0.22760001,1
0.49851754,0.756484,0.31120002,1
0.6590865,0.7464439,0.409,1
0.8166602,0.736661,0.5096,1
1.0186634,0.72398806,0.63420004,0
0.03157639,0.82739365,0.0450489,1
0.07279397,0.8292188,0.093175106,1
0.11554662,0.8310935,0.143039,1
0.17173278,0.83355606,0.208521,1
0.2602197,0.8373358,0.3116,1
0.361926,0.84170586,0.42979997,1
0.49914238,0.84770393,0.5898,1
0.6621481,0.8549614,0.7802,1
0.8199274,0.8618694,0.9648,0
0.031951953,-0.007407661,-0.0034862198,1
0.071717575,-0.008891054,-0.0179748,1
0.11585016,-0.0105939815,-0.0340552,1
0.17222999,-0.012557008,-0.0545918,1
0.25975308,-0.015729558,-0.0868,1
0.358254,-0.019324467,-0.1228,1
0.49903753,-0.024673942,-0.1742,1
0.6610655,-0.030816335,-0.233,1
0.8204537,-0.03688976,-0.29279998,1
1.0222205,-0.044583563,-0.36339998,0
0.03205208,0.009335772,-0.00691146,1
0.07307363,0.010550328,-0.0261677,1
0.11665459,0.0119782295,-0.046598203,0
0.032297913,-0.34149203,0.0302528,1
0.071741536,-0.34348392,0.0572467,1
0.11546354,-0.34564513,0.0871684,1
0.17241359,-0.3482461,0.126226,1
0.2591049,-0.3521653,0.1858,1
0.35906085,-0.3567823,0.25460002,1
0.5007429,-0.3631387,0.3522,1
0.65931034,-0.37034065,0.46179998,1
0.8204766,-0.3777037,0.5694,1
1.0192146,-0.3867029,0.71559995,0
0.031483248,-0.3761189,0.0331006,1
0.07110119,-0.37400085,0.0645301,1
0.11659579,-0.3716437,0.100623004,1
0.1715366,-0.36889014,0.144254,1
0.2629947,-0.3642308,0.217,1
0.3558219,-0.35931605,0.2904,1
0.50026935,-0.35165066,0.40579998,1
0.65850544,-0.34311953,0.532,1
0.82466555,-0.33416563,0.6666,1
1.0208944,-0.3236349,0.8186,0
0.032331504,0.68212926,-0.00486223,1
0.071703844,0.6794953,-0.0206684,1
0.11608894,0.6763279,-0.0384783,1
0.17285843,0.6721385,-0.0612999,1
0.2575038,0.6660149,-0.095199995,1
0.35818517,0.6588248,-0.1354,1
0.5003471,0.6487191,-0.19219999,1
0.6585791,0.63750815,-0.2556,1
0.8188764,0.6259576,-0.32520002,1
1.0212108,0.6112416,-0.4066,0
0.03171825,0.6898204,-0.000118047,1
0.0715698,0.69212353,-0.0105315,1
0.1154175,0.6944968,-0.0220029,1
0.17288315,0.69751006,-0.0370199,0
0.03147019,-0.65702987,0.0675802,1
0.07181167,-0.65815043,0.14378999,1
0.11565282,-0.6593036,0.22659199,1
0.17232236,-0.660808,0.333695,1
0.2601446,-0.6631452,0.4996,1
0.35769644,-0.6657035,0.6838,1
0.50113297,-0.6694642,0.956,0
0.03143978,-0.64460105,0.067120105,1
0.07138624,-0.64268726,0.14204499,1
0.11657469,-0.64051175,0.226896,1
0.17256297,-0.6378164,0.332128,1
0.25752422,-0.6337887,0.49220002,1
0.35784826,-0.62900174,0.68079996,1
0.4999901,-0.6222898,0.94879997,0
0.1723831,-0.29657948,0.21159199,1
0.25625297,-0.2999704,0.30479997,1
0.36125767,-0.3050033,0.42139998,1
0.5036571,-0.3122072,0.5802,1
0.65957063,-0.32022265,0.7552,1
0.8172411,-0.32836148,0.93240005,0
0.032343335,0.05639749,-0.0121218,1
0.071646385,0.058720987,-0.037038602,1
0.116100825,0.06068892,-0.0651804,1
0.17184617,0.062852025,-0.100435995,1
0.25751358,0.06611328,-0.15460001,1
0.35885137,0.06977633,-0.2186,1
0.49549907,0.07460105,-0.306,1
0.65925515,0.08042874,-0.4102,1
0.81643647,0.086011924,-0.5096,1
1.0189774,0.09315263,-0.63420004,0
0.03155871,0.8847575,0.040594,1
0.07108265,0.87837464,0.0659862,0
0.032569204,0.04411614,-0.0104914,1
0.07190538,0.04384588,-0.0329372,1
0.11709246,0.043634705,-0.0587265,1
0.1713943,0.04342261,-0.0897107,1
0.26115692,0.043050695,-0.1408,1
0.35984823,0.04266237,-0.197,1
0.49939516,0.042097922,-0.2772,1
0.65932983,0.04150052,-0.3682,1
0.82118446,0.04085121,-0.46060002,1
1.018776,0.04005653,-0.5694,0
0.031624004,0.89147985,0.0339071,1
0.0723195,0.8910373,0.0670438,1
0.11705434,0.8903443,0.103447,1
0.17140296,0.8894544,0.147664,1
0.2633322,0.8879235,0.22219999,1
0.3606737,0.8863557,0.3012,1
0.501359,0.88401926,0.4162,1
0.6555347,0.88143045,0.5416,1
0.8199947,0.8786972,0.6724,1
1.0216665,0.8753425,0.8402,0
0.03146127,0.34518847,-0.103613,1
0.07175098,0.34371972,-0.24696699,1
0.1150872,0.34272715,-0.401141,0
0.2606175,0.33983055,-0.9188,0
0.032450397,0.30022502,-0.0663971,1
0.071824655,0.29762086,-0.148449,1
0.115291156,0.29859835,-0.239121,1
0.17132287,0.30090863,-0.355977,1
0.25658366,0.3051773,-0.533,1
0.35978848,0.31060198,-0.7488,1
0.50098723,0.31830728,-1.0438,0
0.031547695,0.88345414,0.0339431,0
0.07110582,0.87547916,0.066196196,1
0.1159186,0.8723795,0.0987755,1
0.17148046,0.87063235,0.13834399,1
0.2605035,0.86611855,0.1946,1
